,rest_name,locality,rating,cuisines,cost_for_two,votes
1146,Dakshin Brahmins                                     ,Navrangpura,2.4,['South Indian'],550,67
1147,Cafe Sweets Hub                                     ,Navrangpura,3.3,"['Cafe', 'Fast Food']",450,78
1148,Katchi Karnavati Snacks                                     ,Paldi,3.2,['Fast Food'],200,74
1149,Samrat Snacks Parlour                                     ,Vastrapur,3.7,"['South Indian', 'Street Food', 'Fast Food']",300,85
1150,Maratha Darbar Cuisine                                     ,Satellite,3.5,"['North Indian', 'Mughlai', 'Seafood', 'Biryani', 'Maharashtrian']",600,75
1151,Kapil Raj Bhajiya House                                     ,Sabarmati,3.9,"['Street Food', 'Fast Food']",100,84
1152,Delight                                     ,Ambavadi,3.7,"['Chinese', 'South Indian', 'Fast Food', 'Sandwich', 'Street Food']",400,80
1153,Nisar Hotel                                     ,Sarkhej,3.7,['North Indian'],250,64
1154,Noorani Bara Handi                                     ,Kalupur,4,['Mughlai'],s. 350,72
1155,I M Vadapav                                     ,Naranpura,3.6,"['Street Food', 'Fast Food']",s. 300,90
1156,Masty                                     ,Navrangpura,3.7,"['North Indian', 'Chinese']",s. 500,85
1157,Khichdi & More                                     ,Satellite,3.9,['North Indian'],s. 300,77
1158,Novelty Bhajipav & Pulav                                     ,Vastrapur,3.8,['Street Food'],s. 200,90
1159,Gopi Coffee Bar & Snacks                                     ,Navrangpura,2.7,"['Fast Food', 'Sandwich', 'Street Food']",s. 300,80
1160,The Juice Cycle                                     ,Navrangpura,3.9,"['Beverages', 'Healthy Food']",s. 300,88
1161,Bhagyoday Restaurant                                     ,Relief Road,3.8,"['North Indian', 'Chinese', 'Fast Food']",s. 450,75
1162,One Up Restaurant                                     ,Relief Road,3.3,"['North Indian', 'Chinese', 'Fast Food']",s. 600,63
1163,Cafe Espro                                     ,C G Road,3.9,"['Cafe', 'Fast Food']",s. 500,38
1164,Red Rose Snack Bar                                     ,Navrangpura,3.6,"['Fast Food', 'South Indian', 'Street Food']",s. 350,66
1165,Sapori D Italia                                     ,Nikol,3.3,"['Cafe', 'Italian']",s. 600,68
1166,Shakewallah                                     ,Navrangpura,3.9,['Beverages'],s. 300,64
1167,Genius De Parathe                                     ,C G Road,3.8,"['North Indian', 'Chinese', 'Street Food']",s. 400,72
1168,Thaltej Totha                                     ,Thaltej,3.6,['Street Food'],s. 250,98
1169,Kamal pizza                                     ,Mani Nagar,3.9,['Fast Food'],400,98
1170,Handi Restaurant                                     ,Subhash Bridge,3.6,"['North Indian', 'Fast Food', 'Chinese']",550,85
1171,Hogger's Den                                     ,Airport Gandhinagar Highway,3.8,"['Fast Food', 'Wraps']",400,77
1172,SOSE - Suryan Organic Store & Eatery                                     ,Satellite,3.7,['Beverages'],400,76
1173,Stone Baked Pizza                                     ,Vastrapur,3.7,['Italian'],350,63
1174,Food Temple Restaurant                                     ,Nava Vadaj,3.4,"['North Indian', 'Chinese', 'Continental']",500,88
1175,Tomato's Cake Shop                                     ,C G Road,3.7,"['Desserts', 'Bakery']",500,72
1176,Zaffran                                     ,Navrangpura,3.5,"['North Indian', 'Continental']","1,100",48
1177,Gorbandh Restaurant                                     ,Adalaj,3.3,"['North Indian', 'Chinese', 'Rajasthani']",700,65
1178,Biggy Buns                                     ,Vastrapur,3.7,"['Burger', 'Fast Food']",250,65
1179,Bombay Darbar Biryani                                     ,Rakhial,3.6,"['Biryani', 'North Indian']",200,78
1180,Vertu - The Lounge                                     ,Thaltej,3.6,"['Continental', 'Sri Lankan', 'North Indian']","1,000",56
1181,Superia 2 Restaurant                                     ,Nikol,3.9,"['North Indian', 'Chinese', 'Continental']",600,91
1182,Rajwadi Bhojanalay                                     ,"Sector 16, Gandhinagar",3.7,['Gujarati'],200,100
1183,Jasuben Shah Old Pizza                                     ,Navrangpura,3.8,"['Pizza', 'Fast Food', 'Sandwich', 'Street Food']",300,95
1184,The Lunch N Dinner                                     ,Satellite,3,"['Gujarati', 'North Indian', 'Chinese']",250,63
1185,Daavat Restaurant                                     ,Vastral,3.7,"['North Indian', 'Chinese']",500,76
1186,Lovely Omelette Centre                                     ,Mani Nagar,3.9,['Fast Food'],200,102
1187,Paape The Foodie Buddy                                     ,Mani Nagar,3.6,"['Fast Food', 'Chinese']",500,90
1188,Night Bite                                     ,Prahlad Nagar,3.6,"['Fast Food', 'Chinese']",300,64
1189,Suraj Bamboos Cafe                                     ,Gota,3.9,"['North Indian', 'Chinese', 'Continental', 'Fast Food']",700,58
1190,Jay Jalaram Dabeli & Snacks Parlour                                     ,Gulbai Tekra,3.5,"['Fast Food', 'Street Food']",200,57
1191,Shresth Restaurant                                     ,Navrangpura,3.8,"['North Indian', 'Chinese', 'Gujarati']",300,68
1192,Jay Vijay Restaurant & Dining Hall                                     ,Kalupur,3.7,"['North Indian', 'South Indian', 'Fast Food', 'Chinese']",600,75
1193,Night Food Delivery                                     ,Vejalpur,2.6,"['North Indian', 'Chinese', 'Fast Food']",450,66
1194,Cafe Moj Masti                                     ,Airport Gandhinagar Highway,3.8,['Cafe'],400,73
1195,Mahakali Punjabi                                     ,Mani Nagar,3.7,"['North Indian', 'Chinese']",500,83
1196,Murlidhar Restaurant                                     ,Nikol,3.4,"['North Indian', 'Gujarati', 'Chinese']",450,68
1197,Jay Julelal Dal-Pakwan                                     ,Satellite,3.7,['Fast Food'],150,90
1198,Dabi Coffee Bar                                     ,Bodakdev,3.1,"['Fast Food', 'Beverages']",350,46
1199,Cake Bonzerbites - Live Cake                                     ,Satellite,3.7,['Bakery'],650,56
1200,Shaahana Restaurant                                     ,Gota,3.8,"['North Indian', 'Chinese']",750,70
1201,Dareecha                                     ,Bopal,3.7,"['North Indian', 'Chinese', 'Mughlai']",700,58
1202,Pooja Dhokla Shoppe                                     ,Airport Gandhinagar Highway,3.6,"['Street Food', 'Fast Food']",150,82
1203,Mughal Darbar                                     ,Sarkhej,3.6,"['North Indian', 'Mughlai', 'Chinese']",500,84
1204,Friendship Cafe                                     ,Ashram Road,3.9,"['Fast Food', 'Juices']",200,59
1205,Starboy Pizza & Shakes                                     ,Satellite,3.7,['Pizza'],300,67
1206,Mummy's Kitchen                                     ,Sola,3.8,"['North Indian', 'Fast Food']",200,72
1207,Madhav's Oven                                     ,Odhav,3.5,['Italian'],700,63
1208,Gir Rajwadi Restaurant                                     ,Adalaj,3.5,"['North Indian', 'Gujarati']",500,42
1209,Kd'S Kitchen                                     ,Prahlad Nagar,3.7,"['North Indian', 'Chinese']",300,68
1210,Karnavati Dabeli Centre                                     ,"Sector 16, Gandhinagar",3.7,"['Street Food', 'Fast Food', 'Gujarati']",250,97
1211,Mansuri Halwa                                     ,Bhadra,4,['Mithai'],200,74
1212,Sip N Bite Cafe                                     ,Gota,3.5,"['Cafe', 'Fast Food', 'Beverages']",400,70
1213,Livi Kitchen                                     ,Satellite,3.8,"['North Indian', 'Fast Food', 'Beverages']",400,62
1214,Coriander Restaurant-Hotel Cosmopolitan                                     ,Navrangpura,3.6,"['North Indian', 'Continental']",700,42
1215,Plush Restaurant                                     ,Airport Gandhinagar Highway,3.6,['North Indian'],800,50
1216,Vallabha Dining Hall                                     ,Navrangpura,3.9,['Gujarati'],450,68
1217,Apna Fal                                     ,Satellite,3.9,"['Healthy Food', 'Beverages']",400,59
1218,Mumbai Fresh Vadapav                                     ,Navrangpura,3.8,['Street Food'],200,79
1219,Khao Khichdi                                     ,Memnagar,3.3,['Healthy Food'],200,61
1220,Oven Magick                                     ,Bodakdev,3.5,"['Bakery', 'Desserts']",500,45
1221,KC Restaurant                                     ,Mani Nagar,3.5,"['North Indian', 'Chinese', 'South Indian', 'Street Food', 'Fast Food', 'Beverages']",600,90
1222,KV's Kitchen                                     ,Bodakdev,3.4,"['Cafe', 'Italian', 'Chinese', 'Mexican', 'North Indian']",600,51
1223,Eggs & Eggs                                     ,Bodakdev,3.8,['Fast Food'],450,76
1224,Perfect Chinese                                     ,Food Truck Park,3.7,['Chinese'],400,35
1225,Hari Om Centre                                     ,Gurukul,3.7,"['North Indian', 'Beverages']",300,84
1226,Pathikashram Atithya Restaurant                                     ,"Pathikashram, Sector 11",3.3,['Gujarati'],500,42
1227,La Patisserie                                     ,Shahibagh,3.6,"['Bakery', 'Desserts']",300,55
1228,Madhurya                                     ,Vejalpur,3.6,"['Rajasthani', 'Gujarati']",800,60
1229,Bhura Fry Center                                     ,Kalupur,3.6,"['Mughlai', 'Street Food']",300,88
1230,Cupcake Corner                                     ,Prahlad Nagar,3.4,"['Bakery', 'Beverages']",150,16
1231,Yumazing Foods                                     ,Gurukul,3.2,"['North Indian', 'Fast Food']",350,56
1232,Lovely Rabdi                                     ,Mani Nagar,3.8,['Mithai'],150,83
1233,Hunnybun                                     ,Satellite,4.1,"['Fast Food', 'Pizza', 'Burger', 'Chinese', 'Rolls', 'Beverages']",550,68
1234,Mongini's                                     ,Mani Nagar,3.4,['Bakery'],200,76
1235,Egg Box                                     ,Bodakdev,2.8,"['Fast Food', 'North Indian']",500,47
1236,Bansari Traditional                                     ,"Sector 11, Gandhinagar",3.6,"['Gujarati', 'Street Food', 'South Indian', 'North Indian']",600,52
1237,Maharaj Dabeli Centre                                     ,Ranip,3.5,['Fast Food'],200,92
1238,Cake2homes.com                                     ,Paldi,3.7,"['Bakery', 'Desserts']",350,65
1239,Ren Basera Restaurant                                     ,Odhav,3.5,"['North Indian', 'Chinese']",550,85
1240,The Vegan Kitchen                                     ,Gurukul,4,"['Mediterranean', 'Healthy Food']",500,53
1241,Koreander                                     ,Naranpura,4.1,"['Pizza', 'Sandwich', 'Panini', 'Fast Food']",300,52
1242,Modi Sandwich & Pizza                                     ,Astodia,3.6,"['Fast Food', 'Sandwich']",300,79
1243,Yumla                                     ,Mani Nagar,3.9,"['Fast Food', 'Italian', 'Beverages']",400,62
1244,MD Food                                     ,Navrangpura,3.3,"['Fast Food', 'South Indian', 'North Indian', 'Gujarati', 'Chinese', 'Street Food', 'Rajasthani']",400,61
1245,The Mondo Kitchen                                     ,Vastrapur,3.8,"['Chinese', 'North Indian', 'Italian']","1,000",48
1246,Khanasutra- The Eating Pleasure                                     ,Chandkheda,3.6,"['North Indian', 'Chinese', 'Fast Food']",500,56
1247,Waazwaan                                     ,Satellite,3.7,"['North Indian', 'Mughlai']",400,55
1248,King Foody                                     ,Navrangpura,3.8,['Street Food'],200,48
1249,Kudrati Kahumbo                                     ,Nikol,3.5,"['Healthy Food', 'Juices']",300,36
1250,Balaji Garden Restaurant                                     ,Satellite,2.9,"['North Indian', 'Gujarati', 'Chinese']",550,65
1251,Cakelelo.com - Live Cake Studio                                     ,Airport Gandhinagar Highway,3.3,"['Bakery', 'Desserts']",500,29
1252,Appam - Flavors of Karnataka                                     ,Gota,3.6,['South Indian'],400,61
1253,Charcoal Eats                                     ,Infocity,3.8,"['Biryani', 'North Indian', 'Fast Food', 'Rolls']",450,54
1254,Hotel Safar & Restaurant                                     ,Sarkhej,2.5,['North Indian'],650,63
1255,Chocobell                                     ,Navrangpura,3.6,['Desserts'],300,43
1256,The Brown Magic                                     ,Bopal,4,['Cafe'],500,24
1257,Saurashtra Chawana & Sweets                                     ,Satellite,3.6,"['Mithai', 'Street Food']",250,47
